rating,genre,year,score,votes,continent,runtime,gross
R,Action,1991,6.6,20000,North America,111,15073942
R,Comedy,1991,6.4,32000,North America,102,31347154
PG-13,Drama,1991,6.7,30000,North America,108,43001500
R,Biography,1991,6.8,27000,North America,136,49114016
PG-13,Comedy,1991,6.2,34000,North America,104,54830779
R,Comedy,1991,7.6,82000,Europe,99,1794187
R,Comedy,1991,7.7,57000,Europe,129,2023808
R,Horror,1991,5.1,37000,Europe,90,20560255
R,Fantasy,1991,4.9,43000,North America,89,34872033
PG,Comedy,1991,6.5,30000,North America,109,23562716
R,Drama,1991,7.6,13000,Europe,125,29679
R,Action,1991,4.2,44000,Europe,91,15556340
R,Action,1991,6,7300,North America,92,9151887
G,Drama,1991,7.2,5000,North America,88,7294835
R,Action,1991,6.1,17000,North America,79,2275557
R,Drama,1991,6.6,17000,North America,132,43882682
R,Action,1991,6.1,19000,North America,98,7434726
PG-13,Drama,1991,6.4,13000,North America,116,14789113
PG,Comedy,1991,7.2,18000,North America,112,16371128
PG-13,Action,1991,5.8,6600,North America,115,14587732
PG-13,Comedy,1991,4.9,21000,North America,90,32704700
R,Action,1991,6.4,19000,North America,111,65595485
R,Action,1991,6.2,17000,North America,102,21756163
PG-13,Comedy,1991,6.7,30000,North America,95,28862081
R,Action,1991,6.8,8200,North America,120,7241350
R,Horror,1991,6.9,27000,North America,107,38016380
R,Action,1991,6.1,22000,North America,91,39673161
PG,Animation,1991,7.6,29000,Asia,118,545825
R,Drama,1991,7,8600,North America,127,191125
G,Animation,1991,6.5,24000,North America,75,40766041
PG-13,Comedy,1991,5.9,9800,North America,92,4102526
R,Comedy,1991,6.7,30000,North America,118,22773535
R,Horror,1991,6.9,15000,North America,134,40991329
R,Drama,1991,6.3,3100,Europe,108,135893
R,Horror,1991,7,6500,North America,102,2971661
PG-13,Comedy,1991,6.6,15000,North America,97,36489888
PG,Comedy,1991,5.9,21000,North America,101,33691313
R,Drama,1991,6.3,5000,North America,100,1277404
PG,Comedy,1991,4.4,5800,North America,95,3752428
G,Animation,1991,6.1,8800,Europe,77,11657385
PG-13,Comedy,1991,6.2,11000,North America,108,26255594
PG,Comedy,1991,2.9,9100,North America,91,1193062
R,Drama,1991,4,1500,North America,111,573904
R,Comedy,1991,5.8,9100,North America,103,15545943
PG,Action,1991,6.7,20000,North America,107,34793160
R,Action,1991,6.8,9500,Europe,158,829625
PG-13,Comedy,1991,6.4,10000,North America,104,25092802
PG-13,Comedy,1991,6.5,12000,North America,107,4603929
R,Horror,1991,6.5,8900,North America,98,11511031
PG,Drama,1991,8.1,30000,Asia,125,2603061
PG,Action,1991,4.5,9600,North America,90,6948859
R,Comedy,1991,5.8,4200,North America,91,4205000
R,Horror,1991,6,8600,North America,104,20246790
PG-13,Action,1991,7.3,19000,Asia,80,10405394
PG-13,Action,1991,5.8,6600,North America,88,7788597
PG-13,Comedy,1991,5.4,6800,North America,107,9689816
R,Drama,1991,6.1,15000,North America,111,82264675
R,Comedy,1991,7.4,8700,North America,94,394631
NC-17,Drama,1991,5.6,3500,North America,85,1008404
R,Comedy,1991,7,1600,Europe,104,4313473
R,Comedy,1991,6.2,8200,North America,103,25682090
PG,Comedy,1991,5.9,8000,North America,96,5546827
R,Drama,1991,7.2,5800,Oceania,99,2415396
R,Comedy,1991,7.1,14000,Europe,112,1710057
PG,Drama,1991,6.6,14000,North America,99,25010896
PG-13,Comedy,1991,6.7,16000,North America,85,2735731
R,Comedy,1991,5.6,4700,North America,87,115103
R,Action,1991,7.1,6600,North America,101,8211952
R,Horror,1991,5.9,11000,North America,106,15565363
R,Drama,1991,7.6,20000,Europe,112,1015007
PG-13,Drama,1991,7,5200,North America,122,38120905
PG-13,Drama,1991,6.9,9600,Europe,98,1059071
R,Comedy,1991,5.8,3800,Europe,97,90091
PG-13,Comedy,1991,6,2700,North America,97,6166819
PG,Comedy,1991,5.8,11000,North America,91,14143280
R,Drama,1991,7.6,3900,North America,121,8750400
R,Drama,1991,6.7,4800,North America,118,7308786
R,Comedy,1991,5.8,5300,North America,115,12454768
PG-13,Comedy,1991,5.6,6100,North America,115,9804775
Not Rated,Drama,1991,6.4,4100,North America,85,787280
PG,Comedy,1991,5.3,15000,North America,97,52487045
PG,Drama,1991,7.4,6200,Europe,95,13200170
R,Comedy,1991,7.5,14000,Europe,96,4532791
R,Comedy,1991,5.3,6100,North America,94,19438638
PG-13,Horror,1991,6.2,6700,North America,104,28738096
R,Action,1991,6,3800,North America,83,14061361
R,Drama,1991,6.4,7000,North America,110,28277918
R,Horror,1991,6.5,3800,Europe,99,221295
R,Drama,1991,6.8,2500,Europe,87,706131
G,Animation,1991,6.8,2600,Europe,82,2105078
R,Drama,1991,6.6,4700,North America,112,6266621
PG,Comedy,1991,6.5,1800,North America,96,271327
R,Action,1991,6.2,6500,Europe,104,3106559
R,Drama,1991,6.9,6100,Europe,124,1750301
PG,Comedy,1991,5.8,6700,North America,96,24941969
PG-13,Action,1991,5.9,9000,North America,108,21082165
R,Comedy,1991,6.7,3300,North America,102,396573
R,Horror,1991,5.7,8400,North America,103,18784957
R,Comedy,1991,5.4,3700,North America,98,2865916
R,Comedy,1991,6.4,5300,North America,138,23202444
PG-13,Action,1991,4.1,3000,North America,107,869325
R,Action,1991,4.8,1700,North America,102,456127
R,Action,1991,4.9,2100,North America,99,5451119
R,Comedy,1991,5.9,2000,Europe,115,10438504
PG,Drama,1991,7.2,6400,Asia,98,516431
R,Action,1991,4.5,5400,North America,90,1250712
R,Action,1991,5,4800,North America,89,11128309
R,Comedy,1991,5.6,5400,North America,95,11000863
R,Drama,1991,7.2,6300,Oceania,86,524668
R,Drama,1991,6.8,3100,North America,189,1345903
R,Drama,1991,6.3,5000,North America,111,418807
PG-13,Biography,1991,6.9,4800,North America,107,4076211
R,Horror,1991,5.7,5100,Europe,94,15429177
PG-13,Drama,1991,6.5,8000,North America,105,9480198
R,Horror,1991,5.2,2700,North America,105,2368
PG,Drama,1991,6.4,2100,Europe,116,1403033
Not Rated,Biography,1991,7.5,6800,Europe,115,3089497
R,Action,1991,5.4,3700,North America,95,4654288
PG,Action,1991,4.9,2700,North America,89,8667684
R,Comedy,1991,5.9,1500,North America,100,612781
R,Horror,1991,5.6,4100,North America,88,9188150
R,Action,1991,5.9,3900,North America,114,11276846
R,Action,1991,5.6,2500,North America,111,1182273
PG-13,Comedy,1991,5.5,1900,North America,83,7683267
PG,Comedy,1991,6.2,1700,Oceania,85,179469
G,Comedy,1991,6,4600,North America,92,14812144
R,Comedy,1991,7.3,2700,Asia,101,2120564
PG-13,Drama,1991,5.3,1800,North America,89,3547684
PG,Drama,1991,6.6,2300,North America,113,1689723
R,Comedy,1991,6.5,4100,North America,115,14851083
Not Rated,Comedy,1991,6.9,3500,South America,94,9915
R,Action,1991,5.1,1100,North America,96,939277
R,Action,1991,6.2,2600,North America,91,4409328
PG-13,Drama,1991,6.7,2700,North America,111,18634643
PG-13,Drama,1991,6.6,3600,Europe,143,1942423
PG-13,Action,1991,5.6,2600,North America,98,1501785
PG,Drama,1991,6,796,North America,91,336396
R,Horror,1991,7.3,2300,North America,129,1345015
R,Comedy,1991,7.1,4300,Europe,95,295444
R,Comedy,1991,5.7,2000,Europe,103,5136759
R,Horror,1991,5.9,1500,North America,112,133645
PG-13,Drama,1991,6.7,3100,Europe,117,516517
R,Drama,1991,7.1,2700,North America,89,259012
R,Drama,1991,6,945,North America,113,30964
R,Drama,1991,4.6,1100,North America,83,1159578
R,Biography,1991,7.2,2800,Europe,158,193205
PG,Drama,1991,6.4,1700,North America,99,8906823
R,Action,1991,7,2800,Europe,103,1407309
R,Comedy,1991,7.2,10000,Europe,102,626057
PG,Comedy,1991,6.4,1100,North America,106,246000
PG-13,Biography,1991,7.1,2000,Europe,137,93292
R,Horror,1991,5.6,815,North America,104,6413375
R,Horror,1992,8.3,943000,North America,99,2913644
R,Drama,1992,7,186000,North America,127,352927224
R,Horror,1992,6.6,74000,North America,99,25795897
R,Comedy,1992,7.6,112000,North America,120,64088552
R,Action,1992,7.7,156000,North America,112,75505856
R,Horror,1992,7.4,199000,Europe,128,215862692
R,Drama,1992,8.2,385000,North America,130,159157447
R,Drama,1992,7.7,242000,North America,138,243240178
PG,Comedy,1992,7.3,97000,North America,128,132440069
R,Action,1992,6.3,124000,North America,129,411006740
R,Drama,1992,8,274000,North America,156,134095253
PG-13,Action,1992,7,280000,North America,126,266892996
PG,Comedy,1992,6.6,62000,North America,104,50752337
G,Animation,1992,8,382000,North America,90,504050219
PG,Comedy,1992,6.4,91000,North America,100,231605150
R,Action,1992,6.5,284000,North America,114,159814498
PG-13,Comedy,1992,6.6,108000,North America,104,149022650
PG-13,Action,1992,6.6,60000,North America,140,137783840
R,Horror,1992,7.3,52000,Europe,112,62548947
PG,Drama,1992,7.4,30000,Europe,142,26341736
R,Action,1992,6.5,80000,Europe,103,156563139
R,Action,1992,6.9,9500,North America,107,16639799
R,Drama,1992,6.4,34000,North America,107,48017402
PG-13,Animation,1992,4.9,22000,North America,102,14110589
R,Horror,1992,7.7,98000,North America,100,10725228
PG-13,Comedy,1992,7,148000,North America,94,183097323
R,Comedy,1992,7.5,166000,North America,81,11502976
PG,Drama,1992,7.2,55000,North America,123,43440294
R,Drama,1992,7.3,89000,Europe,134,4184990
PG-13,Drama,1992,7.5,41000,North America,115,5471088
PG,Comedy,1992,5.7,68000,North America,87,147214049
R,Action,1992,6,85000,North America,102,36299898
PG-13,Action,1992,5.7,41000,North America,86,16624456
R,Fantasy,1992,5.3,21000,North America,91,30524763
PG-13,Biography,1992,7.5,55000,Europe,143,9493259
R,Biography,1992,6.9,20000,Europe,115,5013090
PG,Action,1992,6.8,318000,North America,120,358994850
R,Drama,1992,6.6,40000,North America,110,88036683
PG,Drama,1992,6.9,19000,North America,121,2819485
PG-13,Biography,1992,7.7,89000,Asia,202,48169910
R,Action,1992,6.9,106000,North America,117,178051587
R,Comedy,1992,7.5,93000,Oceania,104,242623
R,Drama,1992,5.4,18000,North America,93,1829804
PG-13,Comedy,1992,7.1,54000,North America,126,105232691
R,Horror,1992,5.4,34000,Europe,108,32100816
R,Comedy,1992,7.5,56000,North America,124,21706101
PG,Comedy,1992,5.8,38000,North America,88,40693477
R,Comedy,1992,6.8,78000,North America,115,90753806
R,Action,1992,6.7,160000,North America,118,321731527
R,Biography,1992,7.2,8600,North America,125,13086430
R,Action,1992,6.9,64000,South America,81,2040920
R,Drama,1992,7.2,37000,Europe,139,1862805
R,Fantasy,1992,4.9,20000,North America,100,17092453
NC-17,Horror,1992,7.1,40000,North America,96,2038916
PG-13,Comedy,1992,6.7,28000,North America,99,18471850
G,Animation,1992,6.5,28000,Oceania,76,32710894
PG,Comedy,1992,6.1,23000,North America,102,94900635
PG-13,Drama,1992,6.9,23000,North America,106,14715067
R,Biography,1992,6.6,22000,North America,140,29302121
R,Action,1992,7.1,25000,North America,95,20146880
R,Drama,1992,6.8,17000,Europe,111,7532911
PG,Drama,1992,6.3,45000,North America,102,127956187
NC-17,Comedy,1992,7.5,37000,Europe,95,205569
PG,Action,1992,5.3,21000,North America,84,29000301
R,Horror,1992,5.5,28000,North America,97,12534961
R,Drama,1992,4.5,14000,Europe,99,13273595
PG,Action,1992,4.9,42000,North America,89,58662452
PG-13,Action,1992,5.8,21000,North America,100,22518097
PG,Comedy,1992,6.9,19000,North America,101,25105517
R,Action,1992,5.9,46000,North America,84,44065653
R,Horror,1992,4.3,7900,North America,92,6980986
PG-13,Comedy,1992,5.5,9100,North America,90,14796494
PG-13,Drama,1992,7,13000,North America,114,4651977
PG,Comedy,1992,7.2,26000,Oceania,94,11749595
R,Horror,1992,6.1,15000,North America,92,37170057
PG-13,Biography,1992,7.2,15000,Europe,94,5378172
R,Action,1992,6.5,8500,North America,101,9223441
R,Action,1992,6.2,13000,Europe,90,5430822
G,Animation,1992,5.4,10000,North America,84,3560469
PG-13,Action,1992,5.1,31000,North America,118,23278931
R,Horror,1992,6.8,38000,Oceania,94,175340
PG-13,Action,1992,6.5,29000,Europe,154,7191399
PG,Drama,1992,7,4100,North America,112,15164458
R,Comedy,1992,5.5,27000,North America,117,131052444
PG-13,Drama,1992,7.2,9500,Oceania,127,2827107
R,Comedy,1992,5.2,5900,North America,95,8403433
PG,Action,1992,5.1,8000,North America,101,17180393
PG-13,Action,1992,6,22000,North America,106,45500797
PG-13,Comedy,1992,5.8,17000,North America,96,35208854
R,Horror,1992,6.8,15000,North America,119,22660758
PG-13,Action,1992,4.3,39000,North America,87,70611210
R,Action,1992,6.2,9500,North America,112,4943279
R,Horror,1992,6.3,15000,Asia,111,57138719
PG-13,Biography,1992,7.3,21000,North America,129,7286388
R,Drama,1992,5.9,14000,North America,124,28590665
R,Horror,1992,7.1,11000,North America,105,1543112
PG,Action,1992,6.2,11000,North America,88,10736401
R,Horror,1992,5.7,7000,North America,99,21591728
R,Action,1992,5.9,28000,Oceania,95,6739141
PG,Comedy,1992,5.9,4100,North America,94,8669847
PG,Action,1992,5.4,4400,North America,88,2034470
R,Action,1992,6.9,20000,Asia,91,16270600
R,Horror,1992,6.3,16000,North America,124,11390479
PG-13,Animation,1992,5.8,4900,North America,72,8442162
PG-13,Comedy,1992,6,23000,North America,99,14358033
R,Comedy,1992,7,11000,Europe,101,4058564
R,Action,1992,5.4,15000,North America,110,17129026
R,Drama,1992,7.1,17000,South America,105,21744201
PG-13,Comedy,1992,6.1,13000,North America,108,23369283
PG-13,Comedy,1992,7.5,11000,North America,101,2280148
PG-13,Comedy,1992,6.1,7100,North America,98,13272113
R,Drama,1992,7,7000,North America,98,4836637
PG-13,Drama,1992,7.1,9500,Europe,160,5603158
R,Action,1992,5.4,5300,Europe,95,2001124
PG-13,Action,1992,5.9,10000,North America,102,21142815
R,Drama,1992,6.4,9400,North America,132,43838238
R,Action,1992,5.5,7200,North America,89,40227006
R,Comedy,1992,7.5,28000,North America,108,10555619
R,Action,1992,6.3,10000,North America,101,13249535
PG-13,Comedy,1992,5.7,13000,North America,92,754935
R,Action,1992,6.3,8600,North America,95,14356479
PG-13,Action,1992,6.4,2600,North America,126,5519569
PG-13,Comedy,1992,6.5,22000,North America,119,19507345
R,Horror,1992,6.8,5400,North America,98,1373196
G,Comedy,1992,7.7,51000,North America,85,32574382
Not Rated,Drama,1992,7.6,9300,Europe,105,1605437
NC-17,Drama,1992,6,3000,Asia,112,277845
PG-13,Comedy,1992,6,10000,North America,108,20883046
R,Drama,1992,4.2,874,Europe,90,2287928
R,Horror,1992,5.8,1800,North America,100,3052738
R,Drama,1992,6.6,2100,Europe,95,1100218
R,Comedy,1992,5.9,15000,North America,112,46666502
R,Action,1992,6,7300,North America,101,9011574
R,Comedy,1992,7.1,9700,Europe,109,5418216
R,Horror,1992,6.1,8100,North America,116,923418
R,Horror,1992,6.8,6300,North America,103,1055987
R,Drama,1992,7.2,8500,North America,108,1526697
R,Comedy,1992,7,13000,North America,102,4479470
PG-13,Drama,1992,6.3,1900,Africa,117,7306242
R,Comedy,1992,7.1,3400,North America,93,256249
PG-13,Horror,1992,5.6,3600,North America,110,12282994
R,Horror,1992,6.6,3200,North America,105,390152
R,Drama,1992,7.4,5200,North America,135,4814619
PG-13,Drama,1992,6.6,2600,Europe,89,20194
R,Drama,1992,6.6,3700,North America,101,1342613
R,Horror,1992,6.7,3200,North America,113,384048
PG,Biography,1992,5.9,9300,North America,115,19930973
PG-13,Action,1992,4.5,2800,Europe,120,8251071
PG-13,Comedy,1992,5.6,7700,North America,105,22697691
Not Rated,Biography,1992,7.8,3000,Europe,182,1253106
R,Horror,1992,6.5,3500,North America,99,3067917
R,Comedy,1992,6.1,3100,North America,100,6375979
R,Drama,1992,6.4,5200,Europe,104,6742168
PG,Action,1992,7,2800,Europe,97,4790801
PG-13,Drama,1992,6.3,1100,North America,117,4906900
PG-13,Drama,1992,6.5,4900,Europe,132,14683921
PG,Comedy,1992,5.8,3500,North America,91,21202099
Not Rated,Horror,1992,7.6,4000,Asia,106,28791
PG-13,Drama,1992,6.6,3800,North America,105,1014726
R,Comedy,1992,5.9,4500,North America,119,13351357
PG-13,Action,1992,6.5,11000,Asia,104,8359717
R,Action,1992,3.7,2700,Europe,98,2517600
Not Rated,Comedy,1992,6.5,2900,North America,81,692585
R,Horror,1992,7.2,4100,Europe,105,143010
R,Horror,1992,5.5,2200,North America,97,114516
PG-13,Comedy,1992,5.7,2500,North America,107,6132924
Not Rated,Comedy,1992,7.5,6700,North America,107,611703
R,Comedy,1992,5.8,4600,North America,105,6202756
R,Drama,1992,5.6,2000,North America,103,11124511
R,Drama,1992,6.3,1200,North America,100,1557771
Not Rated,Comedy,1992,7.4,1000,Europe,110,24672
Not Rated,Drama,1992,7.3,4400,Europe,114,52431
PG-13,Comedy,1992,4.7,3000,North America,100,4096030
PG,Comedy,1992,7.1,4100,North America,80,918239
PG,Comedy,1992,5.3,1600,North America,93,1659542
R,Horror,1992,5.2,1500,North America,105,3206714
R,Drama,1992,5.8,1100,North America,113,422503
R,Action,1992,7.1,3100,Oceania,109,2806881
PG-13,Horror,1992,5,2100,North America,90,608866
R,Drama,1992,6.8,2600,North America,106,1723319
PG-13,Action,1992,5.8,1500,North America,91,2791515
PG-13,Drama,1992,6.1,1100,North America,105,2922094
R,Comedy,1992,5.4,2100,North America,110,1102469
PG-13,Comedy,1992,5.8,1200,North America,96,4030793
PG-13,Comedy,1992,5.5,2500,Europe,78,3104545
R,Comedy,1992,6.6,1300,North America,110,1514114
R,Comedy,1992,6.4,4500,Europe,127,9481984
PG,Biography,1992,7.4,3000,Europe,85,22765
PG-13,Action,1992,5.7,876,Europe,112,1434174
PG-13,Comedy,1992,5.1,1600,North America,89,3721911
R,Comedy,1992,6.4,13000,Europe,95,938473
R,Action,1992,6,2200,Asia,89,28676
R,Horror,1992,6.7,1600,North America,93,340147
Not Rated,Drama,1992,7.5,4300,Europe,92,386329
R,Action,1992,6.4,4200,Asia,83,2550
PG-13,Action,1992,5.2,683,North America,99,198504
R,Action,1992,6.8,6600,Asia,109,3560604
PG-13,Comedy,1993,6,1900,North America,93,673
R,Action,1993,7.8,132000,North America,130,56505065
PG,Comedy,1993,7.8,82000,North America,101,34348443
PG-13,Action,1993,8.1,894000,North America,127,1033928303
R,Comedy,1993,7.6,171000,North America,102,7993039
R,Biography,1993,8.9,1200000,North America,195,322161245
R,Horror,1993,7.9,212000,North America,119,13088850
Not Rated,Comedy,1993,7.8,36000,Europe,132,1769305
PG-13,Action,1993,6.7,119000,Europe,104,35739755
R,Horror,1993,7.8,132000,North America,121,17287898
PG-13,Drama,1993,7.7,221000,North America,118,10032765
PG,Comedy,1993,6.9,106000,North America,96,44947705
R,Horror,1993,7.9,206000,North America,144,63848322
PG-13,Comedy,1993,7,252000,North America,125,441286195
PG-13,Action,1993,7.8,275000,North America,130,368875760
R,Action,1993,6.7,163000,North America,115,58055768
PG,Comedy,1993,5.6,58000,North America,94,117270765
R,Action,1993,7.6,177000,North America,113,40903593
PG-13,Horror,1993,6.6,81000,North America,141,195268056
R,Drama,1993,6.8,124000,North America,154,270248367
PG-13,Action,1993,6.4,141000,North America,130,137298489
PG,Comedy,1993,5.6,50000,North America,107,57319029
PG,Comedy,1993,8,589000,North America,101,71074049
PG-13,Drama,1993,7.7,229000,North America,125,206678440
PG,Action,1993,4.1,50000,Europe,104,20915465
PG,Comedy,1993,6.8,165000,North America,105,227927165
R,Action,1993,6.4,122000,North America,113,255000211
R,Drama,1993,7.6,81000,Oceania,121,40185556
PG,Animation,1993,8,306000,North America,76,91491247
PG,Comedy,1993,6.1,26000,North America,103,56500758
R,Horror,1993,8,29000,North America,180,4496583
R,Biography,1993,8.1,163000,Europe,133,65796862
R,Biography,1993,7.1,53000,North America,120,36733909
PG-13,Comedy,1993,6.8,84000,North America,94,48919043
R,Drama,1993,6,66000,North America,117,266614059
R,Action,1993,7.2,96000,North America,128,176997168
PG,Drama,1993,7.2,56000,North America,139,32255440
R,Horror,1993,7.5,54000,North America,97,27912072
PG,Drama,1993,7.6,27000,North America,271,10769960
PG,Action,1993,6.4,52000,Europe,105,53898845
G,Action,1993,6.9,43000,North America,84,41833324
G,Drama,1993,7.3,38000,Europe,101,31181347
PG,Action,1993,6,71000,North America,112,153698625
PG-13,Action,1993,4.1,47000,North America,104,10696210
PG,Drama,1993,7.8,69000,North America,134,23237911
R,Action,1993,6.2,46000,North America,97,74189677
PG-13,Biography,1993,6.5,23000,North America,109,19885552
PG,Action,1993,7,96000,North America,98,154856263
PG-13,Comedy,1993,6.8,50000,North America,110,63270710
R,Horror,1993,6.7,52000,North America,117,2395231
PG,Comedy,1993,7.2,56000,North America,98,23261580
R,Drama,1993,5,30000,North America,107,116300000
PG,Biography,1993,7.5,59000,North America,114,22881563
PG,Comedy,1993,5.3,52000,North America,88,21274717
PG-13,Comedy,1993,6.5,36000,North America,93,11585483
PG-13,Action,1993,6.6,86000,North America,86,133752825
PG-13,Comedy,1993,7.3,46000,Europe,111,22549338
R,Drama,1993,5.8,17000,North America,89,13609396
PG-13,Action,1993,6.2,45000,North America,84,27979399
R,Biography,1993,7.3,49000,North America,115,4104962
R,Drama,1993,7.9,93000,Europe,94,1341154
PG-13,Comedy,1993,7,45000,North America,103,70172621
PG-13,Horror,1993,7.5,76000,North America,138,135130999
R,Comedy,1993,4.8,25000,North America,92,8556940
R,Horror,1993,6.4,24000,North America,107,46405336
R,Biography,1993,7.3,18000,North America,118,39100956
R,Comedy,1993,7.7,43000,North America,188,6110979
PG-13,Comedy,1993,5.8,18000,North America,95,36448400
R,Action,1993,5.9,41000,North America,102,24107867
Not Rated,Horror,1993,5.9,14000,North America,97,54207
PG,Biography,1993,7.4,37000,North America,109,7266383
Not Rated,Fantasy,1993,4.2,29000,North America,87,15935068
PG,Comedy,1993,6.9,10000,North America,99,9532895
R,Drama,1993,6.4,37000,North America,87,60613008
PG,Comedy,1993,5,18000,North America,92,57405220
PG,Comedy,1993,4.9,26000,North America,89,118243066
R,Horror,1993,6.5,20000,Europe,96,418961
R,Fantasy,1993,6.7,28000,South America,94,621392
PG-13,Drama,1993,6.5,9900,North America,115,18635620
PG-13,Comedy,1993,6.2,79000,North America,95,48198019
R,Action,1993,6.1,26000,North America,109,30038362
R,Drama,1993,4.7,12000,North America,107,1796389
R,Horror,1993,6.6,13000,Europe,110,3275585
R,Action,1993,6.3,43000,North America,129,107198790
PG,Comedy,1993,6.2,13000,North America,96,11146270
PG,Action,1993,4.8,32000,North America,96,42273609
R,Horror,1993,6,17000,North America,87,428868
Not Rated,Drama,1993,7.5,32000,Europe,134,152972
PG,Action,1993,6.3,6500,North America,91,2850263
PG-13,Comedy,1993,6.4,7400,North America,116,1029721
R,Drama,1993,6.3,24000,North America,109,14543394
R,Drama,1993,6.9,22000,Europe,140,6265311
PG-13,Comedy,1993,6.1,7700,North America,90,12324660
PG,Drama,1993,6.1,16000,Europe,123,4858139
PG-13,Action,1993,7,29000,North America,120,63513743
R,Drama,1993,6.1,13000,North America,109,27515786
R,Drama,1993,7.7,16000,North America,139,32901136
Not Rated,Drama,1993,7.1,4500,Europe,101,322975
PG-13,Drama,1993,6.8,13000,North America,102,18898806
PG,Animation,1993,7.8,45000,North America,76,5635204
PG-13,Comedy,1993,6.4,6700,North America,80,29296
PG-13,Drama,1993,6.8,16000,North America,112,5632086
PG-13,Comedy,1993,7,17000,North America,104,16589540
R,Horror,1993,6.3,24000,North America,120,15185672
R,Drama,1993,7,2500,North America,114,1001437
R,Comedy,1993,6.8,20000,North America,112,6405918
PG-13,Drama,1993,6.7,28000,North America,115,24760338
R,Drama,1993,8.1,26000,Asia,171,6122607
R,Action,1993,6.1,23000,North America,98,18994653
R,Action,1993,6.6,16000,Asia,110,12526677
PG,Biography,1993,7.3,18000,Europe,131,25842377
R,Comedy,1993,7.3,42000,Europe,142,112547
R,Action,1993,5.7,22000,North America,94,22189039
PG-13,Drama,1993,7.4,7800,North America,103,1214231
R,Comedy,1993,6.2,21000,North America,97,11081586
G,Animation,1993,6.1,14000,North America,72,9317021
R,Horror,1993,7,21000,North America,98,2502551
R,Action,1993,6.5,9700,North America,112,23032565
R,Horror,1993,4.6,3400,North America,95,5086909
R,Drama,1993,7.1,22000,North America,122,6995302
PG,Comedy,1993,7.3,41000,North America,104,11330911
PG,Action,1993,5.1,7700,North America,87,4916135
PG,Action,1993,4.8,13000,North America,97,12741891
R,Comedy,1993,7.1,33000,Europe,107,659810
PG,Action,1993,6.2,8000,North America,108,24103594
PG-13,Comedy,1993,5.1,16000,North America,111,104942695
R,Drama,1993,6.2,4500,North America,103,256264
R,Drama,1993,6.8,9000,North America,101,1498795
R,Horror,1993,6,16000,North America,122,10611160
PG-13,Action,1993,6.6,5900,Europe,99,3283371
PG-13,Drama,1993,6.8,11000,North America,117,27804899
R,Horror,1993,6.5,2000,North America,92,3267313
PG-13,Comedy,1993,4.4,28000,North America,96,10340263
PG,Action,1993,5.2,7800,North America,100,8016708
PG-13,Comedy,1993,5.8,7000,North America,91,7839327
R,Comedy,1993,6.3,9000,North America,89,17953778
PG-13,Comedy,1993,5.1,2100,North America,90,2570550
R,Action,1993,6.8,14000,North America,140,5864949
PG-13,Comedy,1993,6.6,5300,North America,97,14904910
G,Animation,1993,6.5,5200,Europe,71,6582052
R,etc,1993,5.5,4200,Europe,111,18289763
R,Drama,1993,6.2,5000,North America,126,9709451
PG-13,Drama,1993,6.2,20000,Europe,114,140081992
R,Comedy,1993,4.4,7100,North America,106,1708873
PG,Comedy,1993,5.6,5600,North America,91,12440858
R,Action,1993,5.6,5400,North America,101,6608687
G,Animation,1993,7.1,3700,Europe,90,669276
PG-13,Comedy,1993,5.4,4300,North America,85,3335984
R,Action,1993,5.4,5700,North America,98,3902679
Not Rated,Drama,1993,7.4,8300,Asia,104,1700992
Not Rated,Comedy,1993,6.5,13000,Europe,114,2019581
NC-17,Drama,1993,5.7,1900,Oceania,98,1614784
PG-13,Action,1993,7.5,16000,Asia,85,14694904
PG,Action,1993,3.8,8900,North America,84,4348572
PG-13,Horror,1993,5.5,8500,North America,105,6484246
PG-13,Action,1993,4.3,5400,North America,85,413479
PG-13,Action,1993,4.9,2900,North America,95,3418141
PG-13,Drama,1993,7.3,7800,Europe,140,810455
R,Drama,1993,5.6,3600,Europe,108,1261210
R,Horror,1993,4,3000,North America,98,18369
PG,Biography,1993,7.1,3000,North America,104,1677807
PG,Action,1993,6.6,3400,North America,108,12890752
R,Horror,1993,5.6,4900,North America,107,22866222
R,Comedy,1993,7.6,14000,Asia,106,6933459
PG-13,Comedy,1993,5.6,13000,North America,108,20208496
PG-13,Drama,1993,6,2800,North America,113,8041049
Not Rated,Drama,1993,6.6,1800,North America,96,102780
R,Horror,1993,6.2,8000,North America,106,16696219
PG-13,Drama,1993,6.7,464,North America,106,595505
R,Horror,1993,5.9,4300,North America,123,18225518
R,Comedy,1993,5.2,4100,North America,87,12974636
R,Drama,1993,5.8,6900,North America,114,8345845
R,Horror,1993,3.6,3700,North America,83,1753979
PG-13,Comedy,1993,5.9,3200,North America,98,3125424
PG,Comedy,1993,4.1,8300,North America,97,40689691
Not Rated,Drama,1993,7.3,5100,Asia,134,596
Not Rated,Biography,1993,7.3,7400,Europe,100,225278
PG-13,Comedy,1993,6.5,3900,North America,99,5145823
R,Comedy,1993,5.7,3700,North America,100,1039824
R,Comedy,1993,5.6,1600,North America,95,1038959
PG,Comedy,1993,3.9,5000,Europe,93,2438031
R,Action,1993,6.8,6100,Asia,103,3741869
Not Rated,Comedy,1993,6.4,3000,North America,78,101071
R,Drama,1993,5.7,2200,North America,95,764724
PG-13,Drama,1993,6.2,2600,Europe,109,322871
R,Comedy,1993,6.4,1100,Europe,101,735162
