rating,genre,year,score,votes,continent,runtime,gross
PG,Animation,2012,6.9,101000,North America,87,81493846
R,Biography,2012,7.5,45000,Europe,137,14758997
PG-13,Comedy,2012,5.7,36000,North America,95,41863726
R,Comedy,2012,6.5,54000,North America,95,5072654
R,Horror,2012,6.3,39000,Europe,95,1946254
R,Horror,2012,5.7,26000,North America,84,1581252
PG-13,Drama,2012,7,76000,North America,102,15950164
Not Rated,Drama,2012,7.7,40000,Europe,111,5990754
R,Comedy,2012,6.4,27000,North America,112,3499442
Not Rated,Drama,2012,6.9,7200,North America,103,146222
R,Comedy,2012,7,24000,Europe,101,13090471
R,Action,2012,5,20000,North America,114,1402307
R,Drama,2012,6.6,37000,North America,106,11039031
PG-13,Action,2012,7.3,82000,North America,93,21107746
PG-13,Action,2012,5.9,34000,North America,125,50365498
R,Drama,2012,7.4,31000,Europe,105,16190771
PG-13,Action,2012,4.9,36000,North America,93,16863583
PG-13,Horror,2012,4.1,19000,North America,82,11350665
R,Drama,2012,5.9,28000,North America,112,2801166
PG-13,Action,2012,6.1,96000,Europe,95,32948113
PG,Biography,2012,7.1,31000,North America,116,7942116
PG-13,Action,2012,5.3,41000,North America,91,38084162
R,Comedy,2012,5.3,46000,North America,87,12128575
R,Comedy,2012,4.8,11000,North America,94,1577272
Not Rated,Horror,2012,8.1,59000,Asia,122,459234
PG,Comedy,2012,6,25000,North America,105,119772232
R,Horror,2012,6.4,83000,North America,110,29699345
PG-13,Comedy,2012,6.7,37000,North America,97,1150681
R,Action,2012,5.5,44000,North America,96,17415418
PG-13,Action,2012,7.2,47000,Europe,118,22842887
R,Horror,2012,4.6,63000,North America,88,142802657
PG-13,Comedy,2012,6.8,19000,Europe,98,59520298
Not Rated,Drama,2012,5.8,3200,North America,82,131208
PG-13,Comedy,2012,5.7,29000,North America,105,30962335
PG-13,Drama,2012,6.4,70000,North America,109,22187813
PG-13,Drama,2012,6.4,13000,Europe,128,6202879
PG,Comedy,2012,6.6,46000,North America,105,56012642
PG-13,Action,2012,6.5,111000,North America,91,31083599
R,Drama,2012,6,4400,North America,112,636399
R,Drama,2012,7.5,74000,North America,115,3428048
Not Rated,Action,2012,6.5,27000,Europe,88,2122909
PG,Animation,2012,6.7,46000,Europe,88,123054041
R,Horror,2012,5,65000,North America,86,38390020
R,Comedy,2012,6.6,30000,North America,92,3640975
Not Rated,Horror,2012,7.2,40000,Asia,140,5277766
PG-13,Comedy,2012,6.3,42000,North America,100,114281051
PG-13,Comedy,2012,7.1,42000,North America,114,12558931
Not Rated,Comedy,2012,4.7,18000,North America,129,23589
R,Action,2012,7.2,20000,Europe,104,712216
R,Action,2012,6.1,19000,Europe,112,7708312
PG-13,Comedy,2012,5.2,9700,North America,92,92748
Not Rated,Comedy,2012,8.1,78000,Asia,151,4490134
R,Horror,2012,5.4,18000,Europe,102,9374932
PG-13,Comedy,2012,7,7400,Europe,90,9166865
PG-13,Comedy,2012,5.9,41000,North America,91,22044277
Not Rated,Drama,2012,7,11000,Asia,109,562878
PG,Animation,2012,5.9,25000,North America,89,74939189
R,Drama,2012,6.9,14000,North America,130,2176576
PG-13,Comedy,2012,7.1,16000,North America,109,5341221
PG-13,Drama,2012,6.3,11000,Europe,90,1674776
R,Comedy,2012,6,16000,North America,85,1386088
PG,Biography,2012,6.5,19000,North America,107,24740061
R,Drama,2012,7.4,27000,North America,99,2711379
R,Horror,2012,4.2,35000,North America,83,101758490
Not Rated,Comedy,2012,6.3,14000,Europe,146,2724695
PG-13,Action,2012,5.4,14000,North America,86,11417362
R,Drama,2012,6.2,8200,Europe,100,6366835
PG,Comedy,2012,7,18000,North America,109,123821
PG-13,Comedy,2012,7.1,63000,North America,89,4806423
R,Biography,2013,8.2,1200000,North America,180,392000694
PG-13,Action,2013,7.1,779000,North America,130,1214811252
R,Horror,2013,7.5,464000,North America,112,320290989
R,Horror,2013,8.1,625000,North America,153,122126687
PG-13,Action,2013,6.8,618000,North America,112,644783140
R,Horror,2013,5.7,209000,North America,85,89328627
PG-13,Comedy,2013,5.4,144000,North America,101,246984278
PG-13,Action,2013,7,377000,North America,130,788680968
PG-13,Drama,2013,7.7,784000,Europe,91,723192705
R,Comedy,2013,7.8,317000,Europe,123,87100449
PG-13,Action,2013,7.8,615000,Oceania,161,959007513
PG-13,Action,2013,7,721000,North America,143,668045518
R,Drama,2013,6.3,134000,Europe,108,5866389
NC-17,Drama,2013,7.7,142000,Europe,180,19465835
R,Comedy,2013,7.3,94000,Europe,123,7609187
R,Drama,2013,8,559000,North America,126,48517427
R,Action,2013,7.1,335000,Asia,126,86758912
R,Comedy,2013,7,415000,North America,110,269994119
R,Action,2013,6.5,259000,Europe,103,60795985
PG,Animation,2013,7.4,585000,North America,102,1281508100
PG-13,Drama,2013,7.2,494000,Oceania,143,353642274
R,Horror,2013,7.2,458000,North America,138,251171807
R,Action,2013,5.3,41000,North America,100,12666449
R,Action,2013,8.1,446000,Europe,123,96983009
G,Animation,2013,7.2,332000,North America,104,743559645
R,Comedy,2013,6.5,232000,North America,90,39439355
PG-13,Horror,2013,7.2,612000,North America,115,351723989
PG-13,Action,2013,7,495000,North America,124,286168572
R,Comedy,2013,5.7,128000,North America,111,173965010
Not Rated,Drama,2013,6.9,119000,Europe,117,13551156
PG-13,Action,2013,7.7,468000,North America,132,467365246
PG-13,Action,2013,7.5,626000,North America,146,865011746
R,Action,2013,6.5,113000,North America,100,48449416
R,Comedy,2013,4.3,101000,North America,94,32443111
PG-13,Action,2013,7,618000,North America,116,540455876
R,Biography,2013,8.1,657000,North America,134,187733202
PG-13,Action,2013,5.8,176000,North America,110,375740705
R,Biography,2013,8,455000,North America,117,55736588
PG,Action,2013,7.3,300000,North America,114,188133322
PG-13,Action,2013,6.9,475000,North America,131,411002906
PG,Animation,2013,7.2,199000,North America,98,587205319
R,Comedy,2013,6.6,391000,North America,107,126041322
PG-13,Comedy,2013,7.4,143000,North America,103,26474920
PG-13,Comedy,2013,6.3,193000,North America,119,93492844
R,Action,2013,6.6,426000,North America,109,286140700
R,Action,2013,6.1,198000,North America,88,226349749
PG-13,Action,2013,7.8,432000,North America,134,218791811
R,Horror,2013,6.5,160000,North America,91,97542952
PG-13,Action,2013,6.3,211000,North America,131,205366737
R,Drama,2013,6.9,175000,North America,91,3468224
R,Action,2013,6.5,263000,North America,119,170270201
R,Action,2013,7.5,272000,North America,121,154802912
PG,Action,2013,6.3,201000,North America,130,493311825
R,Action,2013,6.4,205000,North America,129,87305549
R,Action,2013,5.7,71000,North America,104,5186767
R,Action,2013,6.8,110000,Europe,116,15661554
Not Rated,Drama,2013,7.2,115000,North America,89,139745
PG-13,Action,2013,6.6,228000,North America,114,125544024
PG-13,Comedy,2013,6.3,172000,North America,119,173649931
R,Comedy,2013,7,266000,Europe,109,46091271
R,Drama,2013,6.8,105000,Europe,99,12077441
PG-13,Action,2013,5.9,129000,North America,130,95396573
PG-13,Fantasy,2013,6.2,172000,North America,100,146428180
R,Action,2013,6.4,157000,North America,119,98337295
R,Action,2013,5.3,201000,North America,98,304654182
R,Action,2013,6.7,232000,North America,115,137328301
PG-13,Action,2013,6.7,439000,North America,126,414828246
R,Horror,2013,4.8,47000,North America,92,47340586
PG,Animation,2013,7.3,377000,North America,98,970766005
PG-13,Action,2013,6.3,152000,North America,128,151783839
R,Drama,2013,6.2,33000,Oceania,112,1575749
R,Action,2013,5.6,76000,North America,107,17496820
PG-13,Comedy,2013,6.8,223000,North America,98,116980662
PG,Action,2013,5.8,113000,North America,106,199850315
PG-13,Comedy,2013,7.3,195000,North America,98,99104804
Not Rated,Drama,2013,6.7,88000,Europe,124,4934725
PG-13,Drama,2013,6.7,106000,North America,115,97594140
R,Action,2013,6.7,209000,North America,113,105200903
R,Comedy,2013,7.2,87000,North America,121,74188937
R,Drama,2013,7.1,140000,Europe,85,5090608
R,Drama,2013,7.9,146000,North America,109,20994648
Not Rated,Drama,2013,6.7,33000,Europe,95,9757417
R,Comedy,2013,7.4,147000,North America,104,65652908
R,Horror,2013,6.5,120000,North America,104,44459951
Not Rated,Drama,2013,6.8,16000,Middle East,110,291239
R,Horror,2013,5.3,98000,Europe,117,71009334
R,Action,2013,6.2,118000,North America,118,46922566
R,Horror,2013,6.7,115000,North America,94,68572631
PG-13,Comedy,2013,3.5,67000,North America,86,78378744
PG-13,Action,2013,5.6,123000,North America,96,78324220
R,Comedy,2013,7.5,144000,North America,104,32960249
R,Comedy,2013,5.8,38000,North America,104,3909596
R,Drama,2013,5.9,135000,North America,100,84790678
PG-13,Action,2013,6.4,225000,North America,150,260502115
PG-13,Action,2013,5.9,112000,North America,125,63365859
PG,Animation,2013,6.4,88000,North America,96,282570682
PG-13,Comedy,2013,6.8,73000,North America,98,8526288
R,Action,2013,6.7,201000,North America,109,131940411
PG-13,Comedy,2013,7,60000,North America,93,25288872
R,Horror,2013,7.1,183000,North America,106,63414135
R,Action,2013,6.6,165000,North America,117,229930771
PG-13,Horror,2013,6.6,160000,North America,106,161919318
R,Action,2013,6.2,68000,Europe,100,12671109
PG,Biography,2013,7.3,29000,Europe,100,16607575
R,Comedy,2013,6.5,80000,North America,120,3875442
PG-13,Action,2013,4.8,194000,North America,100,243611982
PG-13,Biography,2013,7.2,111000,North America,132,177313795
R,Action,2013,5.7,109000,Europe,90,10639616
PG-13,Action,2013,6.6,163000,North America,116,148075565
R,Action,2013,6.5,19000,Europe,127,2566435
Not Rated,Drama,2013,7.8,83000,Europe,141,24665023
R,Action,2013,6.5,65000,North America,118,18074539
R,Comedy,2013,7.1,147000,North America,95,6918591
PG-13,Biography,2013,7.5,89000,North America,128,97470701
R,Horror,2013,7.8,112000,Europe,131,20919703
R,Action,2013,6.3,135000,North America,107,48330757
R,Comedy,2013,7.1,104000,Europe,97,8417248
PG-13,Comedy,2013,7,16000,North America,113,4292517
R,Horror,2013,5.7,28000,North America,106,678604
R,Drama,2013,8,84000,North America,96,1645164
PG-13,Biography,2013,7.5,155000,North America,125,117867984
PG-13,Drama,2013,7.5,130000,North America,131,76586316
R,Comedy,2013,5.8,299000,North America,100,362000072
R,Biography,2013,6.2,39000,North America,93,1585583
R,Biography,2013,5.6,85000,North America,90,20045576
R,Comedy,2013,6.3,113000,Europe,111,78418811
PG-13,Animation,2013,7.8,77000,Asia,126,136533257
R,Comedy,2013,5.8,18000,North America,98,1456675
PG-13,Drama,2013,6.1,85000,North America,124,60052138
R,Horror,2013,6.9,46000,North America,117,2431443
PG-13,Comedy,2013,6.4,76000,North America,105,53120346
R,Comedy,2013,5.7,10000,North America,98,175755
PG-13,Comedy,2013,6.4,59000,North America,113,44907260
PG,Animation,2013,5.7,43000,North America,91,239258712
PG,Animation,2013,6.4,94000,North America,95,274325949
PG-13,Action,2013,6.2,134000,Europe,114,197687603
R,Horror,2013,7.1,69000,North America,90,993313
PG,Animation,2013,6.7,101000,North America,102,268426634
PG-13,Horror,2013,6.3,73000,North America,97,27858103
R,Action,2013,7.7,114000,North America,115,27682872
R,Action,2013,7.1,79000,North America,95,1501595
Not Rated,Biography,2013,8.2,63000,Asia,186,17551296
PG-13,Drama,2013,6.9,44000,North America,111,20275812
R,Horror,2013,6.9,111000,Europe,101,24261569
R,Action,2013,6.2,78000,North America,109,34737199
R,Comedy,2013,6.1,46000,Europe,107,1486506
PG-13,Action,2013,6.9,78000,North America,106,13627519
R,Drama,2013,6.5,22000,Europe,99,1257142
R,Drama,2013,6.3,27000,Europe,137,2624761
PG-13,Biography,2013,6.8,12000,Europe,103,10900434
PG-13,Action,2013,6.6,32000,Asia,130,73906736
PG-13,Comedy,2013,5.9,71000,North America,100,27437881
PG-13,Comedy,2013,6.3,20000,Europe,97,2313509
R,Comedy,2013,5.6,48000,North America,89,46522137
R,Biography,2013,6.5,36000,North America,104,1877924
PG-13,Action,2013,6.4,85000,North America,112,57824674
PG,Animation,2013,5.3,39000,North America,105,347545360
PG-13,Comedy,2013,6.6,130000,North America,105,134409025
R,Biography,2013,7.5,78000,North America,85,17385830
R,Drama,2013,6.2,28000,North America,100,919591
R,Comedy,2013,6.5,90000,North America,92,151826547
PG-13,Biography,2013,7.6,96000,Europe,98,100129872
R,Drama,2013,3.8,11000,North America,99,270185
PG-13,Biography,2013,6,95000,North America,128,42128352
PG-13,Action,2013,6.4,68000,North America,90,125687
R,Drama,2013,6.6,31000,North America,120,5952884
R,Comedy,2013,5.7,36000,Europe,97,29128433
Not Rated,Horror,2013,7.4,44000,Europe,106,3025189
R,Comedy,2013,5.8,73000,North America,93,48065672
R,Drama,2013,7.5,5300,North America,108,506303
PG-13,Drama,2013,5.8,11000,Europe,118,2966268
R,Horror,2013,5.6,61000,North America,88,62675095
R,Comedy,2013,5,45000,North America,86,60159584
PG,Animation,2013,8,41000,Asia,137,24706166
R,Comedy,2013,6.5,48000,Europe,93,1662515
Not Rated,Drama,2013,7.2,40000,Asia,160,30991781
R,Action,2013,6.5,29000,Europe,101,925762
Not Rated,Drama,2013,6.7,32000,North America,96,587174
PG-13,Drama,2013,6.4,15000,North America,93,1412181
Not Rated,Drama,2013,6.3,12000,Europe,90,97195
R,Horror,2013,6.1,8000,Europe,107,652228
PG-13,Drama,2013,5.7,36000,North America,106,17056265
PG-13,Drama,2013,7.7,46000,Europe,130,12673462
R,Drama,2013,6.4,14000,North America,98,500207
R,Horror,2013,6,37000,North America,96,805574
R,Action,2013,5.6,20000,North America,86,123854
Not Rated,Animation,2013,6.5,18000,Middle East,122,758754
R,Biography,2013,6.2,40000,North America,128,9058564
PG-13,Drama,2013,7.4,55000,Europe,82,11156836
PG-13,Comedy,2013,5.8,14000,Europe,94,8366493
PG-13,Action,2013,7.2,29000,Oceania,112,5853509
R,Comedy,2013,6.6,48000,North America,89,7804337
R,Comedy,2013,6.7,31000,North America,93,3114953
R,Horror,2013,6.4,21000,North America,96,1031243
R,Action,2013,6.1,36000,North America,105,5464885
PG-13,Horror,2013,6.8,49000,Europe,116,2891812
PG,Drama,2013,7.8,52000,Asia,104,11621777
Not Rated,Action,2013,7.6,21000,Asia,135,31673928
R,Action,2013,6.4,28000,North America,103,443990
PG-13,Action,2013,4.4,23000,North America,90,11806432
PG-13,Action,2014,8,1100000,North America,121,773350147
PG-13,Action,2014,8.6,1600000,North America,169,701729206
R,Action,2014,7.4,565000,North America,101,86081711
PG-13,Action,2014,7.9,620000,North America,113,370541256
R,Drama,2014,8.1,893000,North America,149,369330363
PG-13,Action,2014,7.7,764000,North America,136,714421503
R,Action,2014,8.1,734000,North America,99,172945750
R,Drama,2014,8.5,749000,North America,106,49396747
R,Action,2014,7.7,607000,Europe,129,414351546
R,Drama,2014,7.7,493000,Europe,108,36869414
PG-13,Action,2014,6.6,435000,North America,139,288885818
R,Horror,2014,7.8,486000,North America,117,47398992
PG-13,Action,2014,7.4,487000,Oceania,144,962182865
R,Action,2014,7.2,344000,North America,132,192330738
PG-13,Action,2014,6.8,431000,North America,113,348319861
R,Action,2014,6.4,460000,Europe,89,458863600
R,Action,2014,7.3,202000,North America,114,48428048
R,Comedy,2014,7.7,164000,Oceania,86,7253160
PG-13,Biography,2014,8,707000,Europe,114,233555708
R,Action,2014,7.6,442000,North America,134,211822697
PG-13,Action,2014,7.9,673000,North America,132,746045700
R,Action,2014,7.5,262000,Oceania,97,4942449
R,Action,2014,6.4,143000,North America,103,111928365
R,Comedy,2014,7.7,594000,North America,119,103215094
R,Horror,2014,6.8,217000,North America,100,21947454
PG-13,Comedy,2014,6.5,124000,North America,117,127994610
PG-13,Action,2014,6,149000,North America,98,244819862
R,Horror,2014,7.4,183000,North America,141,84419388
PG,Comedy,2014,5.3,35000,North America,118,136853506
PG-13,Action,2014,6.4,394000,North America,123,524976069
PG-13,Drama,2014,6.5,114000,North America,97,66980456
R,Action,2014,6.2,286000,North America,102,337580051
R,Action,2014,7.3,451000,North America,133,547426372
R,Comedy,2014,7.2,127000,Europe,102,25574387
PG,Animation,2014,7.8,423000,North America,102,657869686
PG-13,Action,2014,6.6,427000,North America,142,708982323
PG,Action,2014,7,353000,North America,97,758411779
PG,Action,2014,5.9,135000,North America,125,212902372
PG-13,Action,2014,7.2,155000,North America,137,161459297
PG,Animation,2014,7.7,331000,North America,100,468060692
PG-13,Action,2014,6.6,424000,North America,123,755356711
R,Comedy,2014,5.3,48000,North America,102,1882074
PG,Action,2014,6.2,111000,Europe,98,363204635
PG-13,Drama,2014,7.7,352000,North America,126,307166834
R,Horror,2014,6.2,83000,North America,93,41898409
R,Horror,2014,5.4,147000,North America,99,257579282
R,Drama,2014,7.9,341000,North America,165,48137666
PG-13,Biography,2014,7.7,417000,Europe,123,123726688
PG-13,Action,2014,6.1,173000,Europe,126,214657577
R,Action,2014,6.5,313000,North America,112,11782625
R,Horror,2014,7.1,146000,North America,106,18658381
PG-13,Action,2014,5.6,302000,North America,165,1104054072
R,Comedy,2014,6.7,97000,North America,148,14710975
R,Comedy,2014,6.3,294000,North America,97,270665134
Not Rated,Drama,2014,6.8,203000,Oceania,94,10312540
R,Comedy,2014,5.1,109000,North America,94,126069509
PG-13,Comedy,2014,6,133000,North America,109,196710396
R,Comedy,2014,8.1,184000,South America,122,30642704
R,Action,2014,7.1,123000,North America,115,52501541
R,Biography,2014,7,137000,North America,134,19206513
R,Action,2014,6.7,95000,North America,100,2700051
PG-13,Action,2014,5.8,203000,North America,101,485004754
PG-13,Action,2014,6.1,219000,North America,117,242688965
R,Action,2014,7,354000,North America,112,331333876
PG-13,Action,2014,7.6,419000,North America,130,710644566
R,Action,2014,6.5,155000,North America,102,39407616
PG-13,Action,2014,5.7,41000,Europe,90,71416730
PG-13,Action,2014,5.5,53000,North America,104,15642346
PG-13,Comedy,2014,6.1,127000,North America,118,156706638
R,Drama,2014,5.7,25000,North America,87,24343
PG-13,Comedy,2014,5.6,131000,North America,109,169837010
PG-13,Comedy,2014,6.8,54000,North America,95,462875
PG,Animation,2014,7.8,313000,North America,102,621537519
PG-13,Action,2014,5.7,246000,North America,138,359200044
R,Action,2014,6.5,115000,North America,114,58834384
PG-13,Action,2014,6.4,165000,North America,132,203277636
G,Animation,2014,6.3,83000,North America,101,498781117
PG-13,Action,2014,5.5,74000,North America,102,114178613
PG-13,Action,2014,6,162000,Europe,150,268175631
R,Comedy,2014,6.1,181000,North America,116,87189756
R,Action,2014,5.7,61000,North America,109,22126842
PG,Animation,2014,7.2,103000,Europe,95,282377683
PG-13,Action,2014,6.9,254000,Europe,106,222809600
PG-13,Drama,2014,6.7,68000,North America,118,38609668
R,Comedy,2014,6.3,162000,North America,108,107645357
R,Comedy,2014,6.6,75000,North America,103,41296320
PG-13,Action,2014,5.8,66000,North America,89,161502194
PG,Animation,2014,6.7,83000,North America,92,373515621
PG-13,Action,2014,6.2,126000,North America,105,135503748
R,Drama,2014,8.1,53000,North America,139,13156856
PG-13,Biography,2014,7.3,27000,Europe,129,5874883
R,Action,2014,5.7,24000,North America,88,485544
PG,Animation,2014,7.3,66000,North America,95,99783556
R,Horror,2014,6.7,47000,Europe,99,2193474
R,Action,2014,6.3,65000,North America,108,39661919
PG-13,Action,2014,6.3,184000,North America,92,217124280
R,Horror,2014,5.5,71000,North America,83,62882090
R,Drama,2014,7.4,119000,North America,106,481234
PG-13,Action,2014,6.2,220000,Europe,119,103039258
PG-13,Drama,2014,6.3,42000,North America,104,34718173
R,Comedy,2014,6.4,18000,North America,95,10970
R,Drama,2014,6.4,75000,Europe,92,17669776
PG-13,Biography,2014,7.4,28000,Africa,110,3396345
R,Action,2014,6.2,73000,North America,118,87937815
R,Action,2014,8,117000,Asia,150,6566916
PG-13,Action,2014,6,183000,Europe,108,326479141
PG-13,Action,2014,5.5,108000,North America,105,117831631
R,Action,2014,5.9,22000,North America,90,101807
PG-13,Action,2014,6.2,106000,North America,99,154468902
R,Comedy,2014,6.1,99000,North America,94,45640143
R,Drama,2014,6.6,32000,North America,122,3819421
R,Action,2014,6.4,36000,Europe,114,4070789
R,Comedy,2014,6.7,31000,North America,119,1705908
R,Action,2014,6.4,129000,North America,104,138224951
R,Action,2014,7,68000,North America,125,12007070
Not Rated,Comedy,2014,8.1,169000,Asia,153,100370104
R,Drama,2014,6.5,22000,Europe,112,10084623
R,Horror,2014,6.3,53000,Europe,108,11020402
R,Horror,2014,6.8,74000,Europe,122,36233517
R,Horror,2014,5.7,23000,North America,100,4381603
PG-13,Drama,2014,6.1,64000,North America,97,2595622
PG,Comedy,2014,7.3,79000,North America,122,89514453
PG-13,Drama,2014,6.9,16000,North America,116,14618727
R,Comedy,2014,6.2,39000,North America,111,4510934
PG-13,Drama,2014,6.7,118000,North America,107,78274843
R,Comedy,2014,6.1,25000,North America,93,6034851
R,Action,2014,7.2,53000,Europe,99,3062178
PG-13,Drama,2014,7.5,129000,North America,101,44779195
PG-13,Action,2014,6.2,90000,North America,117,53260230
Not Rated,Horror,2014,6.7,26000,North America,109,49970
PG-13,Biography,2014,7.4,37000,North America,121,28641776
PG-13,Biography,2014,7,88000,North America,106,29253166
R,Drama,2014,5.1,10000,North America,106,17534314
R,Drama,2014,7,73000,Oceania,111,38176317
PG-13,Biography,2014,7.5,88000,Europe,128,66787908
PG-13,Horror,2014,6.8,51000,North America,107,3485383
PG,Biography,2014,7,44000,North America,124,38483455
R,Comedy,2014,7.1,37000,North America,91,596933
R,Biography,2014,6.8,33000,North America,134,67647013
R,Comedy,2014,6,52000,North America,95,8122990
PG-13,Drama,2014,6.8,56000,North America,110,29824199
PG-13,Comedy,2014,5.8,13000,North America,94,25419147
R,Comedy,2014,4.7,20000,North America,86,25358716
R,Horror,2014,6.1,68000,North America,111,39280992
R,Drama,2014,6.4,36000,North America,102,2433850
PG-13,Action,2014,5.1,79000,North America,92,76801179
PG,Action,2014,6.4,33000,North America,107,80383113
R,Comedy,2014,6.4,67000,North America,86,492332
R,Action,2014,6.4,27000,Oceania,108,660241
PG-13,Biography,2014,7,42000,North America,115,5578519
PG-13,Action,2014,3.1,38000,North America,110,27405896
PG,Comedy,2014,6.2,42000,North America,81,100654149
PG-13,Comedy,2014,7.2,98000,North America,102,54837234
PG-13,Action,2014,4.2,53000,North America,99,61279452
R,Biography,2014,6.9,45000,North America,112,5218973
PG-13,Drama,2014,6,33000,North America,112,86165646
R,Action,2014,6.7,37000,Europe,92,1363964
PG,Drama,2014,4.7,41000,North America,113,64676349
PG-13,Drama,2014,6.2,53000,North America,118,30800231
PG,Animation,2014,7.7,35000,Asia,103,34949567
PG,Animation,2014,6.8,65000,North America,92,275698039
R,Comedy,2014,4.9,49000,North America,97,100375432
PG-13,Action,2014,5.4,32000,Europe,110,7455398
R,Comedy,2014,6.4,32000,Europe,96,7257942
R,Action,2014,6.4,46000,Oceania,103,2510007
R,Comedy,2014,7.3,51000,Europe,120,4094339
PG-13,Drama,2014,7.3,46000,Europe,95,9016922
R,Drama,2014,5.7,17000,North America,95,615500
PG-13,Comedy,2014,6.5,66000,North America,97,51029361
PG,Animation,2014,8.1,54000,Europe,93,4190884
R,Action,2014,7,46000,Europe,114,6337728
PG-13,Horror,2014,5.1,20000,Europe,98,17835162
R,Action,2014,4.8,17000,North America,77,54985
PG-13,Comedy,2014,6.6,24000,North America,90,15071
PG-13,Horror,2014,5.6,20000,North America,84,54323210
R,Horror,2014,7.6,51000,Europe,140,4439481
R,Drama,2014,5.4,28000,Europe,109,5092129
Not Rated,Drama,2014,6.5,12000,Europe,104,185147
PG-13,Biography,2014,6,4900,Europe,104,721143
R,Comedy,2014,6.7,37000,North America,106,5670776
R,Comedy,2014,7,76000,Europe,95,1897363
PG-13,Biography,2014,6.9,23000,Europe,139,33448971
PG-13,Drama,2014,6.9,40000,Europe,106,31972096
PG-13,Horror,2014,4.5,50000,North America,89,103687316
PG,Biography,2014,5.8,26000,North America,99,101982712
R,Comedy,2014,6.3,48000,North America,97,18117839
Not Rated,Drama,2014,8.1,48000,Middle East,196,4018705
R,Drama,2014,6.4,27000,Europe,91,469701
R,Comedy,2014,6.1,25000,North America,108,4633961
R,Drama,2014,7.4,57000,Europe,102,16887741
PG-13,Comedy,2014,5.8,20000,North America,106,70181428
R,Horror,2014,6.8,7100,Europe,97,84417
R,Drama,2014,6,6500,North America,95,73922
PG,Animation,2014,6,17000,North America,83,146965787
R,Comedy,2014,6.4,26000,North America,102,26117471
R,Drama,2014,7.1,32000,North America,112,1828232
PG-13,Drama,2014,6.6,12000,North America,121,21833967
R,Drama,2014,6.7,28000,Europe,124,4728401
PG-13,Comedy,2014,5.7,2800,North America,103,1012804
R,Comedy,2014,6.4,43000,North America,99,2379154
R,Action,2015,8.1,912000,Oceania,120,375658750
PG-13,Action,2015,7.3,777000,North America,141,1402809540
R,Drama,2015,6.5,136000,North America,119,74679822
PG-13,Action,2015,7.1,370000,North America,137,1515341399
R,Horror,2015,7.8,539000,North America,168,156480177
PG-13,Action,2015,7.3,595000,North America,117,519311965
R,Drama,2015,4.1,304000,North America,125,569651467
R,Action,2015,7.6,386000,North America,121,84872444
R,Drama,2015,6.9,218000,North America,92,40423945
R,Biography,2015,7.8,381000,North America,130,133440870
PG-13,Action,2015,7,593000,North America,124,1670516444
R,Action,2015,8,729000,North America,156,532950503
PG-13,Action,2015,8,783000,Europe,144,630162448
R,Drama,2015,8.1,386000,North America,118,35401758
PG,Animation,2015,8.1,641000,North America,95,858848019
R,Biography,2015,8.1,435000,North America,129,98690254
R,Action,2015,6.1,87000,North America,96,27262374
PG-13,Action,2015,7.3,286000,North America,116,107045109
PG-13,Action,2015,6.3,264000,North America,126,440603537
PG,Drama,2015,6.9,165000,North America,105,542358331
PG-13,Action,2015,7.8,876000,North America,138,2069521700
R,Comedy,2015,7.2,230000,Europe,119,15509546
PG-13,Action,2015,6.8,393000,Europe,148,880681519
R,Drama,2015,5.6,40000,Europe,119,4289074
R,Biography,2015,6.9,164000,Europe,132,42972994
R,Action,2015,6.8,235000,Africa,120,102811889
R,Drama,2015,4.9,87000,North America,99,5567103
PG-13,Action,2015,6.9,128000,North America,122,93920758
R,Comedy,2015,6.1,11000,North America,100,615816
PG-13,Comedy,2015,7.1,231000,North America,121,194564672
PG-13,Action,2015,6.6,297000,North America,137,658344137
PG-13,Action,2015,7.1,205000,Europe,121,203427584
R,Action,2015,5.4,56000,North America,133,19652057
R,Action,2015,7,234000,North America,120,235666219
PG-13,Action,2015,4.2,156000,North America,100,167882881
PG-13,Action,2015,7.4,350000,North America,131,682716636
PG-13,Horror,2015,6.2,119000,North America,94,98450062
R,Action,2015,6.1,103000,North America,99,107228221
PG-13,Drama,2015,7.6,254000,North America,133,173567581
PG-13,Drama,2015,7.2,160000,North America,112,65663276
R,Biography,2015,6.9,171000,North America,123,99775678
R,Comedy,2015,6.6,226000,North America,105,158762963
PG,Animation,2015,6.6,95000,North America,94,386041607
PG-13,Action,2015,5.3,182000,North America,127,183887723
R,Biography,2015,5.8,6700,North America,123,1767963
PG,Animation,2015,6.4,218000,North America,91,1159444662
PG-13,Comedy,2015,6.4,146000,North America,115,287144079
PG-13,Action,2015,6.1,219000,North America,114,473990832
R,Comedy,2015,6.2,132000,North America,125,140795793
PG,Action,2015,6.4,175000,North America,130,209035668
PG-13,Drama,2015,7.6,295000,North America,142,165478348
R,Biography,2015,7.1,170000,Europe,119,64191523
PG-13,Action,2015,6.2,223000,North America,119,297002527
R,Biography,2015,7.8,185000,North America,147,201634991
R,Drama,2015,7.2,120000,Europe,118,40272135
R,Action,2015,6.8,81000,North America,103,54418872
R,Horror,2015,4.7,40000,North America,91,52425855
R,Action,2015,7.4,223000,Asia,124,91970827
R,Comedy,2015,7.1,56000,Oceania,119,25003426
PG-13,Action,2015,6.3,230000,North America,131,312296056
Not Rated,Drama,2015,6.4,620,Asia,108,34930177
